Key:[android:name=andorid.permission.WRITE_EXTERNAL_STORAGE],Value:,1
Key:[android:name=android.permission.ACCESS_CHECKIN_PROPERTIES],Value:,1
Key:[android:name=android.permission.ACCESS_COARSE_LOCATION android:required=false],Value:,1
Key:[android:name=android.permission.ACCESS_COARSE_UPDATES],Value:,1
Key:[android:name=android.permission.ACCESS_DOWNLOAD_MANAGER],Value:,1
Key:[android:name=android.permission.ACCESS_FINE_LOCATION android:required=false],Value:,1
Key:[android:name=android.permission.ACCESS_GPS],Value:,1
Key:[android:name=android.permission.ADD_ACCOUNTS],Value:,1
Key:[android:name=android.permission.ADD_SYSTEM_SERVICE],Value:,1
Key:[android:name=android.permission.BACKUP],Value:,1
Key:[android:name=android.permission.BROADCAST_SMS],Value:,1
Key:[android:name=android.permission.BROADCAST_WAP_PUSH],Value:,1
Key:[android:name=android.permission.CALL_PRIVILEGED],Value:,1
Key:[android:name=android.permission.CHANGE_CONFIGURATION],Value:,1
Key:[android:name=android.permission.CHANGE_WIFI_MULTICAST_STATE],Value:,1
Key:[android:name=android.permission.CLEAR_APP_CACHE],Value:,1
Key:[android:name=android.permission.DEVICE_POWER],Value:,1
Key:[android:name=android.permission.EXPAND_STATUS_BAR],Value:,1
Key:[android:name=android.permission.INSTALL_DRM],Value:,1
Key:[android:name=android.permission.INTERNAL_SYSTEM_WINDOW],Value:,1
Key:[android:name=android.permission.NFC],Value:,1
Key:[android:name=android.permission.SET_TIME_ZONE],Value:,1
Key:[android:name=android.permission.SET_WALLPAPER_HINTS],Value:,1
Key:[android:name=android.permission.SHUTDOWN],Value:,1
Key:[android:name=android.permission.STATUS_BAR],Value:,1
Key:[android:name=android.permission.STOP_APP_SWITCHES],Value:,1
Key:[android:name=android.permission.SUBSCRIBED_FEEDS_READ],Value:,1
Key:[android:name=android.permission.SUBSCRIBED_FEEDS_WRITE],Value:,1
Key:[android:name=android.permission.UPDATE_DEVICE_STATS],Value:,1
Key:[android:name=android.permission.USE_SIP],Value:,1
Key:[android:name=android.permission.WRITE_APN_SETTINGS],Value:,1
Key:[android:name=android.permission.WRITE_CALL_LOG],Value:,1
Key:[android:name=com.and.games505.battleislands.permission.C2D_MESSAGE],Value:,1
Key:[android:name=com.android.ContactWidget.permission.READ_SETTINGS],Value:,1
Key:[android:name=com.android.launcher.permission.READ_SETTINGS],Value:,1
Key:[android:name=com.android.launcher.permission.UNINSTALL_SHORTCUT],Value:,1
Key:[android:name=com.android.launcher3.permission.READ_SETTINGS],Value:,1
Key:[android:name=com.android.vending.CHECK_LICENSE],Value:,1
Key:[android:name=com.appsbuilder478419.permission.C2D_MESSAGE],Value:,1
Key:[android:name=com.appsbuilder478419.permission.MAPS_RECEIVE],Value:,1
Key:[android:name=com.avast.android.generic.CENTRAL_SERVICE_PERMISSION],Value:,1
Key:[android:name=com.avast.android.generic.COMM_PERMISSION],Value:,1
Key:[android:name=com.avast.android.mobilesecurity.permission.C2D_MESSAGE],Value:,1
Key:[android:name=com.beejive.im.fbchat.permission.C2D_MESSAGE],Value:,1
Key:[android:name=com.bluetornadosf.smartypants.permission.C2D_MESSAGE],Value:,1
Key:[android:name=com.booking.permission.C2D_MESSAGE],Value:,1
Key:[android:name=com.booking.permission.RECEIVER],Value:,1
Key:[android:name=com.cnn.cnnmoney.permission.C2D_MESSAGE],Value:,1
Key:[android:name=com.fede.launcher.permission.READ_SETTINGS],Value:,1
Key:[android:name=com.google.android.gm.permission.READ_CONTENT_PROVIDER],Value:,1
Key:[android:name=com.google.android.googleapps.permission.GOOGLE_AUTH.YouTubeUser],Value:,1
Key:[android:name=com.google.android.googleapps.permission.GOOGLE_AUTH.lh2],Value:,1
Key:[android:name=com.google.android.googleapps.permission.GOOGLE_AUTH.youtube],Value:,1
Key:[android:name=com.google.android.marvin.talkback.PERMISSION_SEND_INTENT_BROADCAST_COMMANDS_TO_TALKBACK],Value:,1
Key:[android:name=com.googlecode.eyesfree.inputmethod.latin.PERMISSION_REQUEST],Value:,1
Key:[android:name=com.htc.launcher.permission.READ_SETTINGS],Value:,1
Key:[android:name=com.lge.launcher.permission.READ_SETTINGS],Value:,1
Key:[android:name=com.motorola.dlauncher.permission.READ_SETTINGS],Value:,1
Key:[android:name=com.motorola.launcher.permission.READ_SETTINGS],Value:,1
Key:[android:name=com.parrot.flowerpower.android.gcm.permission.C2D_MESSAGE],Value:,1
Key:[android:name=com.speaktoit.assistant.permission.C2D_MESSAGE],Value:,1
Key:[android:name=com.springpad.permission.C2D_MESSAGE],Value:,1
Key:[android:name=com.tripadvisor.android.lib.tamobile.permission.MAPS_RECEIVE],Value:,1
Key:[android:name=com.tripadvisor.tripadvisor.permission.C2D_MESSAGE],Value:,1
Key:[android:name=me.everything.launcher.permission.C2D_MESSAGE],Value:,1
Key:[android:name=me.everything.launcher.permission.READ_SETTINGS],Value:,1
Key:[android:name=me.everything.launcher.permission.WRITE_SETTINGS],Value:,1
Key:[android:name=org.adw.launcher.permission.READ_SETTINGS],Value:,1
Key:[android:name=android.permission.ACCESS_LOCATION_EXTRA_COMMANDS],Value:,2
Key:[android:name=android.permission.DOWNLOAD_WITHOUT_NOTIFICATION],Value:,2
Key:[android:name=android.permission.GET_PACKAGE_SIZE],Value:,2
Key:[android:name=android.permission.INJECT_EVENT],Value:,2
Key:[android:name=android.permission.INSTALL_PACKAGES],Value:,2
Key:[android:name=android.permission.LOCATION],Value:,2
Key:[android:name=android.permission.REORDER_TASKS],Value:,2
Key:[android:name=android.permission.WRITE_INTERNAL_STORAGE],Value:,2
Key:[android:name=android.permission.WRITE_OWNER_DATA],Value:,2
Key:[android:name=com.google.android.gms.permission.ACTIVITY_RECOGNITION],Value:,2
Key:[android:name=com.google.android.googleapps.permission.GOOGLE_AUTH],Value:,2
Key:[android:name=com.yahoo.mobile.client.android.permissions.YAHOO_INTER_APP],Value:,2
Key:[android:name=vsin.t16_funny_photo.permission.C2D_MESSAGE],Value:,2
Key:[name=android.permission.ACCESS_NETWORK_STATE],Value:,2
Key:[android:name=android.permission.MOUNT_UNMOUNT_FILESYSTEMS],Value:,3
Key:[android:name=android.permission.READ_CALENDAR],Value:,3
Key:[android:name=android.permission.READ_CALL_LOG],Value:,3
Key:[android:name=android.permission.READ_PROFILE],Value:,3
Key:[android:name=android.permission.READ_SYNC_STATS],Value:,3
Key:[android:name=android.permission.WRITE_CALENDAR],Value:,3
Key:[android:name=com.android.alarm.permission.SET_ALARM],Value:,3
Key:[android:name=com.android.browser.permission.READ_HISTORY_BOOKMARKS],Value:,3
Key:[android:name=android.permission.KILL_BACKGROUND_PROCESSES],Value:,4
Key:[android:name=android.permission.PERSISTENT_ACTIVITY],Value:,4
Key:[android:name=android.permission.READ_EXTERNAL_STORAGE],Value:,4
Key:[android:name=android.permission.WRITE_SECURE_SETTINGS],Value:,4
Key:[android:name=com.android.launcher.permission.INSTALL_SHORTCUT],Value:,4
Key:[android:name=android.permission.AUTHENTICATE_ACCOUNTS],Value:,5
Key:[android:name=android.permission.BLUETOOTH_ADMIN],Value:,5
Key:[android:name=android.permission.DISABLE_KEYGUARD],Value:,5
Key:[android:name=android.permission.FLASHLIGHT],Value:,5
Key:[android:name=android.permission.PROCESS_OUTGOING_CALLS],Value:,5
Key:[android:name=android.permission.READ_SYNC_SETTINGS],Value:,5
Key:[android:name=android.permission.RECEIVE_MMS],Value:,5
Key:[android:name=android.permission.ACCESS_MOCK_LOCATION],Value:,6
Key:[android:name=android.permission.READ_LOGS],Value:,6
Key:[android:name=android.permission.WRITE_SYNC_SETTINGS],Value:,6
Key:[android:name=android.permission.BLUETOOTH],Value:,7
Key:[android:name=android.permission.BROADCAST_STICKY],Value:,7
Key:[android:name=android.permission.MANAGE_ACCOUNTS],Value:,7
Key:[android:name=android.permission.MODIFY_PHONE_STATE],Value:,7
Key:[android:name=android.permission.READ_USER_DICTIONARY],Value:,7
Key:[android:name=android.permission.SYSTEM_ALERT_WINDOW],Value:,7
Key:[android:name=android.permission.WRITE_USER_DICTIONARY],Value:,7
Key:[android:name=android.permission.CHANGE_WIFI_STATE],Value:,8
Key:[android:name=com.google.android.providers.gsf.permission.READ_GSERVICES],Value:,8
Key:[android:name=android.permission.CHANGE_NETWORK_STATE],Value:,9
Key:[android:name=android.permission.RESTART_PACKAGES],Value:,9
Key:[android:name=android.permission.MODIFY_AUDIO_SETTINGS],Value:,10
Key:[android:name=android.permission.USE_CREDENTIALS],Value:,10
Key:[android:name=android.permission.WRITE_SMS],Value:,11
Key:[android:name=android.permission.RECEIVE_SMS],Value:,12
Key:[android:name=android.permission.GET_TASKS],Value:,13
Key:[android:name=android.permission.WRITE_CONTACTS],Value:,14
Key:[android:name=android.permission.WRITE_SETTINGS],Value:,14
Key:[android:name=com.google.android.c2dm.permission.RECEIVE],Value:,14
Key:[android:name=com.android.vending.BILLING],Value:,15
Key:[android:name=android.permission.SEND_SMS],Value:,17
Key:[android:name=android.permission.GET_ACCOUNTS],Value:,19
Key:[android:name=android.permission.READ_SMS],Value:,19
Key:[android:name=android.permission.SET_WALLPAPER],Value:,19
Key:[android:name=android.permission.RECORD_AUDIO],Value:,20
Key:[android:name=android.permission.RECEIVE_BOOT_COMPLETED],Value:,24
Key:[android:name=android.permission.ACCESS_WIFI_STATE],Value:,27
Key:[android:name=android.permission.CALL_PHONE],Value:,28
Key:[android:name=android.permission.CAMERA],Value:,31
Key:[android:name=android.permission.ACCESS_COARSE_LOCATION],Value:,39
Key:[android:name=android.permission.READ_CONTACTS],Value:,40
Key:[android:name=android.permission.WAKE_LOCK],Value:,43
Key:[android:name=android.permission.ACCESS_FINE_LOCATION],Value:,59
Key:[android:name=android.permission.READ_PHONE_STATE],Value:,62
Key:[android:name=android.permission.VIBRATE],Value:,66
Key:[android:name=android.permission.WRITE_EXTERNAL_STORAGE],Value:,85
Key:[android:name=android.permission.ACCESS_NETWORK_STATE],Value:,107
Key:[android:name=android.permission.INTERNET],Value:,140
,,
