Key:com.EaseApps.islamfacts, Value:,0 
Key:com.ahorrecomparando.chistes_espanol, Value:,1 
Key:net.manslateresad, Value:,1 
Key:br.com.smartfingers.spreadlyrics, Value:,2 
Key:com.autocar.weblinkdirect, Value:,2 
Key:com.casual.casualrelationships, Value:,2 
Key:com.gau.go.launcherex.gowidget.fbwidget, Value:,2 
Key:com.grupohmvictrix.recargaelmovil, Value:,2 
Key:com.hoodclassics.doeboi, Value:,2 
Key:com.l, Value:,2 
Key:com.milanoappnews.milanonews, Value:,2 
Key:com.partyflyers.clubsceneconnect, Value:,2 
Key:com.qbiki.bsglitea, Value:,2 
Key:com.somobi.kerrycollins, Value:,2 
Key:com.veganlosangeles.android, Value:,2 
Key:it.streamingmedia.aptbasilicata, Value:,2 
Key:it.streamingmedia.radiofiesole, Value:,2 
Key:us.lovinghut.android, Value:,2 
Key:com.andbyte.magiccanvas, Value:,3 
Key:com.classifiedconcepts.app.garagesale.demo, Value:,3 
Key:com.classifiedconcepts.app.garagesale.gtco, Value:,3 
Key:com.karmalabs.karmarket, Value:,3 
Key:com.movinapp.contactos, Value:,3 
Key:com.vivaneo.tgm, Value:,3 
Key:es.library, Value:,3 
Key:jp.co.rakuten.auction.android.search, Value:,3 
Key:logos.quiz.companies.game, Value:,3 
Key:org.enate.BESTApp, Value:,3 
Key:boobdialer.free, Value:,4 
Key:com.amazon.mShop.android, Value:,4 
Key:com.backma386.puzzle, Value:,4 
Key:com.menueph.ent.pinoystreamdroidradio, Value:,4 
Key:com.postman.android, Value:,4 
Key:com.rhomobile.eprayernet, Value:,4 
Key:com.schimera.webdavnavlite, Value:,4 
Key:com.snaptell.mobile.client.android, Value:,4 
Key:com.tektonlabs.cpmx3, Value:,4 
Key:com.tmobile.moreforme, Value:,4 
Key:org.tyszecki.rozkladpkp, Value:,4 
Key:com.aaira.poa, Value:,5 
Key:com.benox.android.softkeyboard, Value:,5 
Key:com.betterandroid.betterkeyboard8, Value:,5 
Key:com.guideu, Value:,5 
Key:com.icenta.sudoku.ui, Value:,5 
Key:com.klye.ime.latin, Value:,5 
Key:com.olsoft.sa.ntvplus, Value:,5 
Key:com.rhomobile.myhumana, Value:,5 
Key:com.rhomobile.wettenmobiel, Value:,5 
Key:com.sabkatraffic, Value:,5 
Key:com.townabc.townabc_tw, Value:,5 
Key:com.yodesoft.android.game.yopuzzleAuto, Value:,5 
Key:com.yodesoft.android.game.yopuzzleCamels, Value:,5 
Key:com.yodesoft.android.game.yopuzzleCastles, Value:,5 
Key:com.yodesoft.android.game.yopuzzleChinchillas, Value:,5 
Key:com.yodesoft.android.game.yopuzzleCircus, Value:,5 
Key:com.yodesoft.android.game.yopuzzleFlowers, Value:,5 
Key:com.yodesoft.android.game.yopuzzleHills, Value:,5 
Key:com.yodesoft.android.game.yopuzzleKidsFreeswap, Value:,5 
Key:com.yodesoft.android.game.yopuzzleLemurs, Value:,5 
Key:com.yodesoft.android.game.yopuzzleMaps, Value:,5 
Key:com.yodesoft.android.game.yopuzzleSquirrels, Value:,5 
Key:kynam.ime.gotiengviet.donut, Value:,5 
Key:yuku.mp3recorder.lite, Value:,5 
Key:com.alex.mobilekhu, Value:,6 
Key:com.alex.mobilekmu, Value:,6 
Key:com.autoenglish.wordplayer.leopark4_course162_demo, Value:,6 
Key:com.autoenglish.wordplayer.leopark4_course181_demo, Value:,6 
Key:com.clearmechanic.betajuly2011, Value:,6 
Key:com.colorsplashphoto.android, Value:,6 
Key:com.fatdivers.sexbible, Value:,6 
Key:com.getsetgames.megajump, Value:,6 
Key:com.greenleaf.android.translator.enes.a, Value:,6 
Key:com.teli.ui, Value:,6 
Key:com.willdev.mailalert, Value:,6 
Key:it.visitotuscany, Value:,6 
Key:jp.nebusoku.tool.teledirectory, Value:,6 
Key:vpoint.com.vn.phongthuytuvi, Value:,6 
Key:ch.smalltech.ledflashlight.free, Value:,7 
Key:com.CamGunFreeDemo, Value:,7 
Key:com.appcookr.app_kr_349, Value:,7 
Key:com.appcookr.app_kr_369, Value:,7 
Key:com.appcookr.app_kr_422, Value:,7 
Key:com.appcookr.app_kr_456, Value:,7 
Key:com.codingday.app, Value:,7 
Key:com.loudtalks, Value:,7 
Key:com.mvl.lstc, Value:,7 
Key:com.mvl.nascarmb, Value:,7 
Key:com.cnn.cnnmoney, Value:,8 
Key:com.kazaloo.free, Value:,8 
Key:com.mobilityflow.animatedweather.free, Value:,8 
Key:com.qumedia.android.redWine, Value:,8 
Key:com.synnex.newage.dealersummit.activity, Value:,8 
Key:com.telepo.mobile.android.efftel, Value:,8 
Key:com.tinyvital.wxr.demo, Value:,8 
Key:friend.secretary, Value:,8 
Key:com.jb.gokeyboard, Value:,9 
Key:com.mobileroadie.app_645, Value:,9 
Key:com.recursionsw.cliqueit, Value:,9 
Key:com.scu.econtact, Value:,9 
Key:com.sp.voice, Value:,9 
Key:com.gpstuner.outdoornavigation, Value:,10 
Key:com.rayark.Cytus.full, Value:,10 
Key:com.newhere.sidebar, Value:,11 
Key:com.skyhealth.fitnessbuddyandroidfree, Value:,11 
Key:com.and.games505.battleislands, Value:,12 
Key:com.thebusinessoft.vbuspro, Value:,12 
Key:com.zlango.zms, Value:,12 
Key:de.ub0r.android.smsdroid, Value:,12 
Key:vsin.t16_funny_photo, Value:,12 
Key:com.kth.PuddingCamera, Value:,13 
Key:com.netease.wb, Value:,13 
Key:com.parrot.flowerpower.android, Value:,13 
Key:com.springpad, Value:,13 
Key:com.sygic.aura, Value:,13 
Key:demo.galmoori.datausage, Value:,13 
Key:com.google.android.marvin.talkback, Value:,14 
Key:com.tripadvisor.tripadvisor, Value:,14 
Key:com.yahoo.mobile.client.android.imvideo, Value:,14 
Key:com.google.android.youtube, Value:,15 
Key:com.appsbuilder478419, Value:,16 
Key:com.beejive.im.fbchat, Value:,16 
Key:com.tmobile.selfhelp, Value:,16 
Key:org.coursera.android, Value:,16 
Key:ain.nearplus.wifihill, Value:,17 
Key:com.freemytext.android.mms, Value:,17 
Key:com.cc, Value:,19 
Key:com.booking, Value:,21 
Key:com.yahoo.mobile.client.android.im, Value:,25 
Key:com.avast.android.mobilesecurity, Value:,26 
Key:com.bluetornadosf.smartypants, Value:,27 
Key:com.google.android.apps.plus, Value:,35 
Key:es.codefactory.android.app.ma.vocalizerenudemo, Value:,36 
Key:com.speaktoit.assistant, Value:,40 
Key:com.android.phone, Value:,41 
Key:me.everything.launcher, Value:,67 
